iteration,day_index,date,actual_customers,actual_revenue_entry,actual_revenue_consumables,actual_revenue_other,actual_total_revenue,actual_expenses_daily,actual_expenses_periodic,actual_total_expenses,daily_cashflow,cumulative_cashflow
6,833,2028-03-19,12,180,36,40,256,0,300,300,-44,6741
6,834,2028-03-20,13,195,33,100,328,0,0,0,328,7069
6,835,2028-03-21,10,150,27,40,217,0,0,0,217,7286
6,836,2028-03-22,15,225,60,100,385,0,0,0,385,7671
6,837,2028-03-23,9,135,33,80,248,0,0,0,248,7919
6,838,2028-03-24,5,75,12,20,107,0,0,0,107,8026
6,839,2028-03-25,16,240,60,60,360,0,0,0,360,8386
6,840,2028-03-26,15,225,63,40,328,0,300,300,28,8414
6,841,2028-03-27,9,135,30,0,165,0,0,0,165,8579
6,842,2028-03-28,7,105,27,80,212,0,0,0,212,8791
6,843,2028-03-29,13,195,60,60,315,0,0,0,315,9106
6,844,2028-03-30,5,75,18,40,133,0,0,0,133,9239
6,845,2028-03-31,19,285,54,100,439,0,0,0,439,9678
6,846,2028-04-01,21,315,66,180,561,0,6000,6000,-5439,4239
6,847,2028-04-02,13,195,39,60,294,0,300,300,-6,4233
6,848,2028-04-03,10,150,42,20,212,0,0,0,212,4445
6,849,2028-04-04,12,180,42,60,282,0,0,0,282,4727
6,850,2028-04-05,16,240,42,120,402,0,0,0,402,5129
6,851,2028-04-06,6,90,15,20,125,0,0,0,125,5254
6,852,2028-04-07,17,255,54,140,449,0,0,0,449,5703
6,853,2028-04-08,10,150,48,40,238,0,0,0,238,5941
6,854,2028-04-09,11,165,33,20,218,0,300,300,-82,5859
6,855,2028-04-10,15,225,36,180,441,0,0,0,441,6300
6,856,2028-04-11,17,255,78,100,433,0,0,0,433,6733
6,857,2028-04-12,7,105,12,100,217,0,0,0,217,6950
6,858,2028-04-13,6,90,27,0,117,0,0,0,117,7067
6,859,2028-04-14,17,255,48,120,423,0,0,0,423,7490
6,860,2028-04-15,16,240,27,80,347,0,0,0,347,7837
6,861,2028-04-16,12,180,45,0,225,0,300,300,-75,7762
6,862,2028-04-17,8,120,21,20,161,0,0,0,161,7923
6,863,2028-04-18,8,120,30,80,230,0,0,0,230,8153
6,864,2028-04-19,10,150,36,80,266,0,0,0,266,8419
6,865,2028-04-20,10,150,15,0,165,0,0,0,165,8584
6,866,2028-04-21,19,285,69,180,534,0,0,0,534,9118
6,867,2028-04-22,18,270,63,140,473,0,0,0,473,9591
6,868,2028-04-23,12,180,27,140,347,0,300,300,47,9638
6,869,2028-04-24,5,75,6,40,121,0,0,0,121,9759
6,870,2028-04-25,8,120,18,20,158,0,0,0,158,9917
6,871,2028-04-26,11,165,36,80,281,0,0,0,281,10198
6,872,2028-04-27,11,165,33,120,318,0,0,0,318,10516
6,873,2028-04-28,17,255,48,140,443,0,0,0,443,10959
6,874,2028-04-29,19,285,48,40,373,0,0,0,373,11332
6,875,2028-04-30,13,195,33,40,268,0,300,300,-32,11300
6,876,2028-05-01,4,60,6,20,86,0,6000,6000,-5914,5386
6,877,2028-05-02,8,120,18,40,178,0,0,0,178,5564
6,878,2028-05-03,10,150,15,160,325,0,0,0,325,5889
6,879,2028-05-04,15,225,51,160,436,0,0,0,436,6325
6,880,2028-05-05,12,180,36,160,376,0,0,0,376,6701
6,881,2028-05-06,11,165,54,20,239,0,0,0,239,6940
6,882,2028-05-07,12,180,30,60,270,0,300,300,-30,6910
6,883,2028-05-08,7,105,24,40,169,0,0,0,169,7079
6,884,2028-05-09,5,75,12,20,107,0,0,0,107,7186
6,885,2028-05-10,9,135,21,0,156,0,0,0,156,7342
6,886,2028-05-11,11,165,27,120,312,0,0,0,312,7654
6,887,2028-05-12,7,105,12,0,117,0,0,0,117,7771
6,888,2028-05-13,8,120,18,40,178,0,0,0,178,7949
6,889,2028-05-14,8,120,33,20,173,0,300,300,-127,7822
6,890,2028-05-15,7,105,27,20,152,0,0,0,152,7974
6,891,2028-05-16,13,195,36,140,371,0,0,0,371,8345
6,892,2028-05-17,5,75,27,40,142,0,0,0,142,8487
6,893,2028-05-18,12,180,48,100,328,0,0,0,328,8815
6,894,2028-05-19,14,210,45,40,295,0,0,0,295,9110
6,895,2028-05-20,18,270,60,80,410,0,0,0,410,9520
6,896,2028-05-21,9,135,24,20,179,0,300,300,-121,9399
6,897,2028-05-22,22,330,93,80,503,0,0,0,503,9902
6,898,2028-05-23,5,75,12,20,107,0,0,0,107,10009
6,899,2028-05-24,11,165,27,120,312,0,0,0,312,10321
6,900,2028-05-25,10,150,15,20,185,0,0,0,185,10506
6,901,2028-05-26,15,225,48,40,313,0,0,0,313,10819
6,902,2028-05-27,19,285,39,80,404,0,0,0,404,11223
6,903,2028-05-28,10,150,15,0,165,0,300,300,-135,11088
6,904,2028-05-29,5,75,18,20,113,0,0,0,113,11201
6,905,2028-05-30,7,105,12,100,217,0,0,0,217,11418
6,906,2028-05-31,10,150,27,60,237,0,0,0,237,11655
6,907,2028-06-01,10,150,45,40,235,0,6000,6000,-5765,5890
6,908,2028-06-02,18,270,57,120,447,0,0,0,447,6337
6,909,2028-06-03,13,195,39,120,354,0,0,0,354,6691
6,910,2028-06-04,11,165,42,40,247,0,300,300,-53,6638
6,911,2028-06-05,9,135,27,20,182,0,0,0,182,6820
6,912,2028-06-06,12,180,27,220,427,0,0,0,427,7247
6,913,2028-06-07,10,150,24,20,194,0,0,0,194,7441
6,914,2028-06-08,10,150,24,20,194,0,0,0,194,7635
6,915,2028-06-09,9,135,18,20,173,0,0,0,173,7808
6,916,2028-06-10,19,285,57,180,522,0,0,0,522,8330
6,917,2028-06-11,13,195,27,60,282,0,300,300,-18,8312
6,918,2028-06-12,0,0,0,0,0,0,0,0,0,8312
6,919,2028-06-13,7,105,12,40,157,0,0,0,157,8469
6,920,2028-06-14,6,90,18,0,108,0,0,0,108,8577
6,921,2028-06-15,16,240,42,160,442,0,0,0,442,9019
6,922,2028-06-16,9,135,48,80,263,0,0,0,263,9282
6,923,2028-06-17,11,165,42,60,267,0,0,0,267,9549
6,924,2028-06-18,9,135,24,120,279,0,300,300,-21,9528
6,925,2028-06-19,12,180,42,40,262,0,0,0,262,9790
6,926,2028-06-20,11,165,24,20,209,0,0,0,209,9999
6,927,2028-06-21,10,150,30,40,220,0,0,0,220,10219
6,928,2028-06-22,15,225,54,0,279,0,0,0,279,10498
6,929,2028-06-23,17,255,48,60,363,0,0,0,363,10861
6,930,2028-06-24,19,285,54,120,459,0,0,0,459,11320
6,931,2028-06-25,11,165,18,120,303,0,300,300,3,11323
6,932,2028-06-26,11,165,48,20,233,0,0,0,233,11556
6,933,2028-06-27,12,180,36,0,216,0,0,0,216,11772
6,934,2028-06-28,6,90,12,0,102,0,0,0,102,11874
6,935,2028-06-29,15,225,39,80,344,0,0,0,344,12218
6,936,2028-06-30,7,105,12,40,157,0,0,0,157,12375
6,937,2028-07-01,17,255,33,60,348,0,6000,6000,-5652,6723
6,938,2028-07-02,11,165,21,120,306,0,300,300,6,6729
6,939,2028-07-03,11,165,36,40,241,0,0,0,241,6970
6,940,2028-07-04,7,105,15,80,200,0,0,0,200,7170
6,941,2028-07-05,7,105,18,20,143,0,0,0,143,7313
6,942,2028-07-06,10,150,30,100,280,0,0,0,280,7593
6,943,2028-07-07,19,285,39,0,324,0,0,0,324,7917
6,944,2028-07-08,12,180,33,80,293,0,0,0,293,8210
6,945,2028-07-09,20,300,69,60,429,0,300,300,129,8339
6,946,2028-07-10,8,120,18,60,198,0,0,0,198,8537
6,947,2028-07-11,6,90,15,0,105,0,0,0,105,8642
6,948,2028-07-12,6,90,15,40,145,0,0,0,145,8787
6,949,2028-07-13,4,60,18,20,98,0,0,0,98,8885
6,950,2028-07-14,13,195,36,140,371,0,0,0,371,9256
6,951,2028-07-15,19,285,57,240,582,0,0,0,582,9838
6,952,2028-07-16,18,270,81,140,491,0,300,300,191,10029
6,953,2028-07-17,17,255,51,140,446,0,0,0,446,10475
6,954,2028-07-18,11,165,39,140,344,0,0,0,344,10819
6,955,2028-07-19,7,105,12,20,137,0,0,0,137,10956
6,956,2028-07-20,9,135,39,0,174,0,0,0,174,11130
6,957,2028-07-21,16,240,60,100,400,0,0,0,400,11530
6,958,2028-07-22,13,195,39,100,334,0,0,0,334,11864
6,959,2028-07-23,8,120,18,40,178,0,300,300,-122,11742
6,960,2028-07-24,4,60,24,80,164,0,0,0,164,11906
6,961,2028-07-25,9,135,27,40,202,0,0,0,202,12108
6,962,2028-07-26,9,135,33,20,188,0,0,0,188,12296
6,963,2028-07-27,11,165,45,40,250,0,0,0,250,12546
6,964,2028-07-28,12,180,42,80,302,0,0,0,302,12848
6,965,2028-07-29,16,240,51,120,411,0,0,0,411,13259
6,966,2028-07-30,14,210,54,80,344,0,300,300,44,13303
6,967,2028-07-31,17,255,18,40,313,0,0,0,313,13616
6,968,2028-08-01,15,225,54,60,339,0,6000,6000,-5661,7955
6,969,2028-08-02,14,210,36,140,386,0,0,0,386,8341
6,970,2028-08-03,12,180,39,100,319,0,0,0,319,8660
6,971,2028-08-04,9,135,21,0,156,0,0,0,156,8816
6,972,2028-08-05,17,255,36,80,371,0,0,0,371,9187
6,973,2028-08-06,19,285,54,120,459,0,300,300,159,9346
6,974,2028-08-07,15,225,45,60,330,0,0,0,330,9676
6,975,2028-08-08,14,210,69,40,319,0,0,0,319,9995
6,976,2028-08-09,4,60,18,80,158,0,0,0,158,10153
6,977,2028-08-10,10,150,51,120,321,0,0,0,321,10474
6,978,2028-08-11,22,330,63,100,493,0,0,0,493,10967
6,979,2028-08-12,21,315,63,20,398,0,0,0,398,11365
6,980,2028-08-13,7,105,15,120,240,0,300,300,-60,11305
6,981,2028-08-14,7,105,36,20,161,0,0,0,161,11466
6,982,2028-08-15,12,180,30,80,290,0,0,0,290,11756
6,983,2028-08-16,9,135,18,20,173,0,0,0,173,11929
6,984,2028-08-17,5,75,18,0,93,0,0,0,93,12022
6,985,2028-08-18,10,150,33,40,223,0,0,0,223,12245
6,986,2028-08-19,17,255,54,120,429,0,0,0,429,12674
6,987,2028-08-20,12,180,15,160,355,0,300,300,55,12729
6,988,2028-08-21,10,150,39,40,229,0,0,0,229,12958
6,989,2028-08-22,12,180,18,80,278,0,0,0,278,13236
6,990,2028-08-23,13,195,45,60,300,0,0,0,300,13536
6,991,2028-08-24,19,285,45,100,430,0,0,0,430,13966
6,992,2028-08-25,20,300,54,240,594,0,0,0,594,14560
6,993,2028-08-26,26,390,102,80,572,0,0,0,572,15132
6,994,2028-08-27,15,225,48,20,293,0,300,300,-7,15125
6,995,2028-08-28,9,135,21,0,156,0,0,0,156,15281
6,996,2028-08-29,16,240,57,80,377,0,0,0,377,15658
6,997,2028-08-30,5,75,6,20,101,0,0,0,101,15759
6,998,2028-08-31,15,225,24,0,249,0,0,0,249,16008
6,999,2028-09-01,12,180,33,20,233,0,6000,6000,-5767,10241
6,1000,2028-09-02,1,15,3,20,38,0,0,0,38,10279
6,1001,2028-09-03,7,105,24,120,249,0,300,300,-51,10228
6,1002,2028-09-04,5,75,18,40,133,0,0,0,133,10361
6,1003,2028-09-05,6,90,9,60,159,0,0,0,159,10520
6,1004,2028-09-06,4,60,18,0,78,0,0,0,78,10598
6,1005,2028-09-07,11,165,21,60,246,0,0,0,246,10844
6,1006,2028-09-08,12,180,42,60,282,0,0,0,282,11126
6,1007,2028-09-09,13,195,36,100,331,0,0,0,331,11457
6,1008,2028-09-10,5,75,3,0,78,0,300,300,-222,11235
6,1009,2028-09-11,6,90,9,40,139,0,0,0,139,11374
6,1010,2028-09-12,10,150,18,20,188,0,0,0,188,11562
6,1011,2028-09-13,11,165,21,60,246,0,0,0,246,11808
6,1012,2028-09-14,12,180,39,160,379,0,0,0,379,12187
6,1013,2028-09-15,1,15,0,20,35,0,0,0,35,12222
6,1014,2028-09-16,13,195,33,40,268,0,0,0,268,12490
6,1015,2028-09-17,19,285,66,60,411,0,300,300,111,12601
6,1016,2028-09-18,16,240,33,60,333,0,0,0,333,12934
6,1017,2028-09-19,5,75,27,60,162,0,0,0,162,13096
6,1018,2028-09-20,5,75,12,0,87,0,0,0,87,13183
6,1019,2028-09-21,8,120,24,100,244,0,0,0,244,13427
6,1020,2028-09-22,19,285,63,40,388,0,0,0,388,13815
6,1021,2028-09-23,15,225,51,200,476,0,0,0,476,14291
6,1022,2028-09-24,11,165,30,40,235,0,300,300,-65,14226
6,1023,2028-09-25,9,135,30,20,185,0,0,0,185,14411
6,1024,2028-09-26,14,210,45,60,315,0,0,0,315,14726
6,1025,2028-09-27,7,105,18,20,143,0,0,0,143,14869
6,1026,2028-09-28,13,195,30,20,245,0,0,0,245,15114
6,1027,2028-09-29,13,195,27,120,342,0,0,0,342,15456
6,1028,2028-09-30,9,135,30,120,285,0,0,0,285,15741
6,1029,2028-10-01,10,150,45,120,315,0,6300,6300,-5985,9756
6,1030,2028-10-02,3,45,9,0,54,0,0,0,54,9810
6,1031,2028-10-03,7,105,12,0,117,0,0,0,117,9927
6,1032,2028-10-04,13,195,51,80,326,0,0,0,326,10253
6,1033,2028-10-05,9,135,30,0,165,0,0,0,165,10418
6,1034,2028-10-06,21,315,75,240,630,0,0,0,630,11048
6,1035,2028-10-07,14,210,72,80,362,0,0,0,362,11410
6,1036,2028-10-08,11,165,21,0,186,0,300,300,-114,11296
6,1037,2028-10-09,8,120,36,60,216,0,0,0,216,11512
6,1038,2028-10-10,12,180,42,140,362,0,0,0,362,11874
6,1039,2028-10-11,8,120,24,40,184,0,0,0,184,12058
6,1040,2028-10-12,7,105,6,20,131,0,0,0,131,12189
6,1041,2028-10-13,12,180,27,40,247,0,0,0,247,12436
6,1042,2028-10-14,19,285,51,200,536,0,0,0,536,12972
6,1043,2028-10-15,12,180,54,160,394,0,300,300,94,13066
6,1044,2028-10-16,5,75,21,0,96,0,0,0,96,13162
6,1045,2028-10-17,10,150,33,60,243,0,0,0,243,13405
6,1046,2028-10-18,16,240,39,0,279,0,0,0,279,13684
6,1047,2028-10-19,12,180,6,20,206,0,0,0,206,13890
6,1048,2028-10-20,11,165,45,80,290,0,0,0,290,14180
6,1049,2028-10-21,16,240,69,100,409,0,0,0,409,14589
6,1050,2028-10-22,11,165,30,140,335,0,300,300,35,14624
6,1051,2028-10-23,10,150,39,40,229,0,0,0,229,14853
6,1052,2028-10-24,8,120,33,20,173,0,0,0,173,15026
6,1053,2028-10-25,8,120,21,140,281,0,0,0,281,15307
6,1054,2028-10-26,7,105,15,80,200,0,0,0,200,15507
6,1055,2028-10-27,12,180,45,40,265,0,0,0,265,15772
6,1056,2028-10-28,17,255,60,100,415,0,0,0,415,16187
6,1057,2028-10-29,12,180,36,0,216,0,300,300,-84,16103
6,1058,2028-10-30,13,195,30,160,385,0,0,0,385,16488
6,1059,2028-10-31,4,60,6,80,146,0,0,0,146,16634
6,1060,2028-11-01,8,120,36,0,156,0,6000,6000,-5844,10790
6,1061,2028-11-02,13,195,57,40,292,0,0,0,292,11082
6,1062,2028-11-03,17,255,57,200,512,0,0,0,512,11594
6,1063,2028-11-04,16,240,72,60,372,0,0,0,372,11966
6,1064,2028-11-05,8,120,24,40,184,0,300,300,-116,11850
6,1065,2028-11-06,13,195,45,160,400,0,0,0,400,12250
6,1066,2028-11-07,11,165,18,80,263,0,0,0,263,12513
6,1067,2028-11-08,14,210,21,20,251,0,0,0,251,12764
6,1068,2028-11-09,17,255,51,60,366,0,0,0,366,13130
6,1069,2028-11-10,6,90,15,20,125,0,0,0,125,13255
6,1070,2028-11-11,12,180,39,20,239,0,0,0,239,13494
6,1071,2028-11-12,16,240,57,140,437,0,300,300,137,13631
6,1072,2028-11-13,11,165,27,120,312,0,0,0,312,13943
6,1073,2028-11-14,12,180,33,40,253,0,0,0,253,14196
6,1074,2028-11-15,2,30,6,60,96,0,0,0,96,14292
6,1075,2028-11-16,18,270,57,140,467,0,0,0,467,14759
6,1076,2028-11-17,16,240,54,80,374,0,0,0,374,15133
6,1077,2028-11-18,17,255,36,80,371,0,0,0,371,15504
6,1078,2028-11-19,8,120,27,120,267,0,300,300,-33,15471
6,1079,2028-11-20,3,45,0,40,85,0,0,0,85,15556
6,1080,2028-11-21,7,105,18,20,143,0,0,0,143,15699
6,1081,2028-11-22,7,105,15,20,140,0,0,0,140,15839
6,1082,2028-11-23,3,45,9,0,54,0,0,0,54,15893
6,1083,2028-11-24,14,210,63,160,433,0,0,0,433,16326
6,1084,2028-11-25,9,135,21,60,216,0,0,0,216,16542
6,1085,2028-11-26,15,225,48,40,313,0,300,300,13,16555
6,1086,2028-11-27,13,195,69,80,344,0,0,0,344,16899
6,1087,2028-11-28,14,210,42,0,252,0,0,0,252,17151
6,1088,2028-11-29,11,165,45,140,350,0,0,0,350,17501
6,1089,2028-11-30,15,225,54,80,359,0,0,0,359,17860
6,1090,2028-12-01,11,165,27,80,272,0,6000,6000,-5728,12132
6,1091,2028-12-02,16,240,54,120,414,0,0,0,414,12546
6,1092,2028-12-03,17,255,54,100,409,0,300,300,109,12655
6,1093,2028-12-04,7,105,21,0,126,0,0,0,126,12781
6,1094,2028-12-05,15,225,48,60,333,0,0,0,333,13114
6,1095,2028-12-06,5,75,9,40,124,0,0,0,124,13238
7,1,2025-12-08,8,120,36,20,176,0,0,0,176,176
7,2,2025-12-09,10,150,45,120,315,0,0,0,315,491
7,3,2025-12-10,9,135,27,80,242,0,0,0,242,733
7,4,2025-12-11,14,210,45,160,415,0,0,0,415,1148
7,5,2025-12-12,16,240,21,160,421,0,0,0,421,1569
7,6,2025-12-13,12,180,27,40,247,0,0,0,247,1816
7,7,2025-12-14,7,105,30,20,155,0,300,300,-145,1671
7,8,2025-12-15,12,180,33,120,333,0,0,0,333,2004
7,9,2025-12-16,13,195,27,60,282,0,0,0,282,2286
7,10,2025-12-17,9,135,27,0,162,0,0,0,162,2448
7,11,2025-12-18,13,195,33,120,348,0,0,0,348,2796
7,12,2025-12-19,21,315,84,140,539,0,0,0,539,3335
7,13,2025-12-20,31,465,87,40,592,0,0,0,592,3927
7,14,2025-12-21,16,240,54,120,414,0,300,300,114,4041
7,15,2025-12-22,14,210,54,220,484,0,0,0,484,4525
7,16,2025-12-23,21,315,60,120,495,0,0,0,495,5020
7,17,2025-12-24,13,195,30,20,245,0,0,0,245,5265
7,18,2025-12-25,17,255,69,60,384,0,0,0,384,5649
7,19,2025-12-26,27,405,93,260,758,0,0,0,758,6407
7,20,2025-12-27,22,330,66,260,656,0,0,0,656,7063
7,21,2025-12-28,19,285,51,80,416,0,300,300,116,7179
7,22,2025-12-29,15,225,48,80,353,0,0,0,353,7532
7,23,2025-12-30,18,270,60,100,430,0,0,0,430,7962
7,24,2025-12-31,19,285,54,40,379,0,0,0,379,8341
7,25,2026-01-01,3,45,6,0,51,0,13000,13000,-12949,-4608
7,26,2026-01-02,14,210,39,100,349,0,0,0,349,-4259
7,27,2026-01-03,14,210,48,120,378,0,0,0,378,-3881
7,28,2026-01-04,13,195,27,20,242,0,300,300,-58,-3939
7,29,2026-01-05,12,180,15,60,255,0,0,0,255,-3684
7,30,2026-01-06,4,60,12,0,72,0,0,0,72,-3612
7,31,2026-01-07,10,150,36,0,186,0,15000,15000,-14814,-18426
7,32,2026-01-08,5,75,3,0,78,0,0,0,78,-18348
7,33,2026-01-09,21,315,54,160,529,0,0,0,529,-17819
7,34,2026-01-10,11,165,48,20,233,0,0,0,233,-17586
7,35,2026-01-11,15,225,60,40,325,0,300,300,25,-17561
7,36,2026-01-12,3,45,12,20,77,0,0,0,77,-17484
7,37,2026-01-13,5,75,12,0,87,0,0,0,87,-17397
7,38,2026-01-14,4,60,6,0,66,0,0,0,66,-17331
7,39,2026-01-15,16,240,42,60,342,0,0,0,342,-16989
7,40,2026-01-16,8,120,33,60,213,0,0,0,213,-16776
7,41,2026-01-17,21,315,60,20,395,0,0,0,395,-16381
7,42,2026-01-18,20,300,51,100,451,0,300,300,151,-16230
7,43,2026-01-19,11,165,33,0,198,0,0,0,198,-16032
7,44,2026-01-20,13,195,33,0,228,0,0,0,228,-15804
7,45,2026-01-21,5,75,27,0,102,0,0,0,102,-15702
7,46,2026-01-22,9,135,12,80,227,0,0,0,227,-15475
7,47,2026-01-23,8,120,15,80,215,0,0,0,215,-15260
7,48,2026-01-24,18,270,51,80,401,0,0,0,401,-14859
7,49,2026-01-25,9,135,30,20,185,0,300,300,-115,-14974
7,50,2026-01-26,8,120,18,0,138,0,0,0,138,-14836
7,51,2026-01-27,8,120,30,100,250,0,0,0,250,-14586
7,52,2026-01-28,16,240,75,220,535,0,0,0,535,-14051
7,53,2026-01-29,18,270,42,160,472,0,0,0,472,-13579
7,54,2026-01-30,15,225,27,240,492,0,0,0,492,-13087
7,55,2026-01-31,9,135,30,20,185,0,0,0,185,-12902
7,56,2026-02-01,17,255,33,100,388,0,6300,6300,-5912,-18814
7,57,2026-02-02,13,195,60,100,355,0,0,0,355,-18459
7,58,2026-02-03,7,105,30,40,175,0,0,0,175,-18284
7,59,2026-02-04,16,240,57,180,477,0,0,0,477,-17807
7,60,2026-02-05,11,165,21,0,186,0,0,0,186,-17621
7,61,2026-02-06,14,210,42,120,372,0,0,0,372,-17249
7,62,2026-02-07,19,285,45,140,470,0,0,0,470,-16779
7,63,2026-02-08,26,390,51,60,501,0,300,300,201,-16578
7,64,2026-02-09,15,225,48,60,333,0,0,0,333,-16245
7,65,2026-02-10,25,375,75,200,650,0,0,0,650,-15595
7,66,2026-02-11,29,435,81,240,756,0,0,0,756,-14839
7,67,2026-02-12,25,375,84,200,659,0,0,0,659,-14180
7,68,2026-02-13,35,525,96,200,821,0,0,0,821,-13359
7,69,2026-02-14,37,555,81,260,896,0,0,0,896,-12463
7,70,2026-02-15,22,330,60,140,530,0,300,300,230,-12233
7,71,2026-02-16,5,75,6,20,101,0,0,0,101,-12132
7,72,2026-02-17,9,135,36,20,191,0,0,0,191,-11941
7,73,2026-02-18,9,135,24,80,239,0,0,0,239,-11702
7,74,2026-02-19,15,225,33,180,438,0,0,0,438,-11264
7,75,2026-02-20,4,60,12,0,72,0,0,0,72,-11192
7,76,2026-02-21,14,210,33,60,303,0,0,0,303,-10889
7,77,2026-02-22,18,270,57,160,487,0,300,300,187,-10702
7,78,2026-02-23,6,90,6,60,156,0,0,0,156,-10546
7,79,2026-02-24,17,255,60,100,415,0,0,0,415,-10131
7,80,2026-02-25,6,90,24,20,134,0,0,0,134,-9997
7,81,2026-02-26,3,45,9,0,54,0,0,0,54,-9943
7,82,2026-02-27,11,165,39,20,224,0,0,0,224,-9719
7,83,2026-02-28,19,285,66,220,571,0,0,0,571,-9148
7,84,2026-03-01,8,120,33,20,173,0,6300,6300,-6127,-15275
7,85,2026-03-02,8,120,24,20,164,0,0,0,164,-15111
7,86,2026-03-03,6,90,18,80,188,0,0,0,188,-14923
7,87,2026-03-04,7,105,18,140,263,0,0,0,263,-14660
7,88,2026-03-05,11,165,21,100,286,0,0,0,286,-14374
7,89,2026-03-06,15,225,45,60,330,0,0,0,330,-14044
7,90,2026-03-07,19,285,60,40,385,0,0,0,385,-13659
7,91,2026-03-08,12,180,48,60,288,0,300,300,-12,-13671
7,92,2026-03-09,12,180,42,20,242,0,0,0,242,-13429
7,93,2026-03-10,12,180,36,80,296,0,0,0,296,-13133
7,94,2026-03-11,7,105,27,80,212,0,0,0,212,-12921
7,95,2026-03-12,5,75,6,20,101,0,0,0,101,-12820
7,96,2026-03-13,11,165,36,40,241,0,0,0,241,-12579
7,97,2026-03-14,14,210,36,140,386,0,0,0,386,-12193
7,98,2026-03-15,5,75,21,60,156,0,300,300,-144,-12337
7,99,2026-03-16,10,150,18,40,208,0,0,0,208,-12129
7,100,2026-03-17,6,90,21,0,111,0,0,0,111,-12018
7,101,2026-03-18,7,105,27,20,152,0,0,0,152,-11866
7,102,2026-03-19,9,135,21,20,176,0,0,0,176,-11690
7,103,2026-03-20,15,225,33,40,298,0,0,0,298,-11392
7,104,2026-03-21,16,240,39,100,379,0,0,0,379,-11013
7,105,2026-03-22,14,210,42,40,292,0,300,300,-8,-11021
7,106,2026-03-23,4,60,15,0,75,0,0,0,75,-10946
7,107,2026-03-24,8,120,15,20,155,0,0,0,155,-10791
7,108,2026-03-25,1,15,0,0,15,0,0,0,15,-10776
7,109,2026-03-26,3,45,9,0,54,0,0,0,54,-10722
7,110,2026-03-27,12,180,45,100,325,0,0,0,325,-10397
7,111,2026-03-28,15,225,48,60,333,0,0,0,333,-10064
7,112,2026-03-29,10,150,24,100,274,0,300,300,-26,-10090
7,113,2026-03-30,14,210,48,40,298,0,0,0,298,-9792
7,114,2026-03-31,11,165,42,20,227,0,0,0,227,-9565
7,115,2026-04-01,11,165,27,40,232,0,6000,6000,-5768,-15333
7,116,2026-04-02,18,270,45,260,575,0,0,0,575,-14758
7,117,2026-04-03,20,300,69,60,429,0,0,0,429,-14329
7,118,2026-04-04,28,420,87,200,707,0,0,0,707,-13622
7,119,2026-04-05,13,195,24,0,219,0,300,300,-81,-13703
7,120,2026-04-06,15,225,27,100,352,0,0,0,352,-13351
7,121,2026-04-07,11,165,30,60,255,0,0,0,255,-13096
7,122,2026-04-08,13,195,45,20,260,0,0,0,260,-12836
7,123,2026-04-09,4,60,3,20,83,0,0,0,83,-12753
7,124,2026-04-10,15,225,33,0,258,0,0,0,258,-12495
7,125,2026-04-11,20,300,66,100,466,0,0,0,466,-12029
7,126,2026-04-12,9,135,39,60,234,0,300,300,-66,-12095
7,127,2026-04-13,8,120,18,40,178,0,0,0,178,-11917
7,128,2026-04-14,10,150,21,60,231,0,0,0,231,-11686
7,129,2026-04-15,2,30,0,0,30,0,0,0,30,-11656
7,130,2026-04-16,14,210,36,100,346,0,0,0,346,-11310
7,131,2026-04-17,10,150,30,20,200,0,0,0,200,-11110
7,132,2026-04-18,14,210,39,120,369,0,0,0,369,-10741
7,133,2026-04-19,7,105,33,80,218,0,300,300,-82,-10823
7,134,2026-04-20,11,165,33,40,238,0,0,0,238,-10585
7,135,2026-04-21,12,180,39,40,259,0,0,0,259,-10326
7,136,2026-04-22,8,120,27,0,147,0,0,0,147,-10179
7,137,2026-04-23,10,150,36,60,246,0,0,0,246,-9933
7,138,2026-04-24,17,255,42,60,357,0,0,0,357,-9576
7,139,2026-04-25,23,345,60,240,645,0,0,0,645,-8931
7,140,2026-04-26,10,150,15,120,285,0,300,300,-15,-8946
7,141,2026-04-27,2,30,12,20,62,0,0,0,62,-8884
7,142,2026-04-28,5,75,24,60,159,0,0,0,159,-8725
7,143,2026-04-29,10,150,36,60,246,0,0,0,246,-8479
7,144,2026-04-30,11,165,21,120,306,0,0,0,306,-8173
7,145,2026-05-01,4,60,9,20,89,0,6000,6000,-5911,-14084
7,146,2026-05-02,17,255,42,80,377,0,0,0,377,-13707
7,147,2026-05-03,13,195,57,80,332,0,300,300,32,-13675
7,148,2026-05-04,10,150,36,0,186,0,0,0,186,-13489
7,149,2026-05-05,6,90,9,40,139,0,0,0,139,-13350
7,150,2026-05-06,11,165,24,120,309,0,0,0,309,-13041
7,151,2026-05-07,13,195,39,20,254,0,0,0,254,-12787
7,152,2026-05-08,18,270,66,140,476,0,0,0,476,-12311
7,153,2026-05-09,12,180,36,80,296,0,0,0,296,-12015
7,154,2026-05-10,14,210,54,40,304,0,300,300,4,-12011
7,155,2026-05-11,6,90,21,40,151,0,0,0,151,-11860
7,156,2026-05-12,8,120,33,140,293,0,0,0,293,-11567
7,157,2026-05-13,15,225,36,80,341,0,0,0,341,-11226
7,158,2026-05-14,11,165,33,60,258,0,0,0,258,-10968
7,159,2026-05-15,12,180,39,20,239,0,0,0,239,-10729
7,160,2026-05-16,20,300,60,80,440,0,0,0,440,-10289
7,161,2026-05-17,8,120,21,60,201,0,300,300,-99,-10388
